     13000     3.144673416273906e+03     8.622051046135992e-02
     12000     2.753157965977164e+03     7.460326655086517e-02
     11000     2.376720949903044e+03     6.356018940494984e-02
     10000     2.016886751325143e+03     5.327788598364964e-02
      9000     1.675441732332511e+03     4.368381381975962e-02
      8000     1.354522085730846e+03     3.489534931174507e-02
      7000     1.056712806144881e+03     2.682969443838165e-02
     13000     3.144673416273906e+03     8.622051046135992e-02
     12000     2.753157965977164e+03     7.460326655086517e-02
     11000     2.376720949903044e+03     6.356018940494984e-02
     10000     2.016886751325143e+03     5.327788598364964e-02
      9000     1.675441732332511e+03     4.368381381975962e-02
      8000     1.354522085730846e+03     3.489534931174507e-02
      7000     1.056712806144881e+03     2.682969443838165e-02
  
 Writing data in the file  ../summary/run_final_00/PK_Regular0.dat                                                             
  
LHAPDF 6.5.4 loading /home/niraj/1TB-Disc/Workspace-IITG/Packages/Install/LHAPDF-6.5.4/install/share/LHAPDF/NNPDF30_nlo_as_0118/NNPDF30_nlo_as_0118_0000.dat
NNPDF30_nlo_as_0118 PDF set, member #0, version 2; LHAPDF ID = 260000
 #####################################################################
 #        ___                                          version 2.1.3 #
 #       /   \ ___  ____  _  _  |     __   __  ___   __    ___       #
 #       |   | |__| |__   |\ |  |    /  \ /  \ |__| /__    __/       #
 #       \___/ |    |___  | \|  |___ \__/ \__/ |    __/   /__        #
 #                                                                   #
 #####################################################################
 #       You are using OpenLoops 2 to evaluate loop amplitudes       #
 #                             Authors:                              #
 #       F. Buccioni, J.-N. Lang, J. Lindert, P. Maierhoefer,        #
 #                S. Pozzorini, M. Zoller, H. Zhang                  #
 #                                                                   #
 #         Please cite Eur.Phys.J. C79 (2019) no.10, 866             #
 #                     Phys. Rev. Lett. 108 (2012) 111601            #
 #                     Eur.Phys.J. C78 (2018) no.1, 70               #
 #                                                                   #
 #####################################################################

                                                            
         *******************************************        
         *              C O L L I E R              *        
         *                                         *        
         *        Complex One-Loop Library         *        
         *      In Extended Regularizations        *        
         *                                         *        
         *    by A.Denner, S.Dittmaier, L.Hofer    *        
         *                                         *        
         *              version 1.2.4              *        
         *                                         *        
         *******************************************        
                                                            
   
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     Calculating Regular Terms
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
using vegas points:                   5.E+03
         iteration:                   10
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  
 For xq =        13000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=       5000.
                              IT=    0  ITMX=   10
                              MDS= -1   ND=  25
   1       2915.788      216.0       2915.788      216.0      0.000    
   2       3149.132      25.29       3146.421      24.23      1.065    
   3       3155.617      7.887       3154.796      7.336     0.5824    
   4       3146.288      4.207       3148.323      3.608     0.7210    
   5       3143.831      3.804       3146.159      2.606     0.7227    
   6       3140.424      3.567       3144.132      2.100     0.9168    
   7       3143.469      3.569       3143.959      1.808     0.7660    
   8       3142.187      3.455       3143.573      1.600     0.6849    
   9       3143.282      3.561       3143.523      1.459     0.5989    
  10       3142.560      3.642       3143.388      1.354     0.5384    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=      48672.
                              IT=    0  ITMX=   20
                              MDS= -1   ND=  39
   1       3144.958     0.3814       3144.958     0.3814      0.000    
   2       3145.216     0.4001       3145.081     0.2761     0.2185    
   3       3144.159     0.3877       3144.771     0.2249      1.984    
   4       3145.013     0.3825       3144.833     0.1939      1.421    
   5       3144.324     0.3875       3144.731     0.1734      1.411    
   6       3144.858     0.3863       3144.752     0.1582      1.147    
   7       3144.510     0.3862       3144.718     0.1464      1.012    
   8       3144.003     0.3870       3144.628     0.1369      1.294    
   9       3144.430     0.3806       3144.606     0.1288      1.162    
  10       3144.805     0.3909       3144.625     0.1224      1.059    
  11       3143.807     0.3838       3144.550     0.1166      1.365    
  12       3144.908     0.3816       3144.580     0.1115      1.315    
  13       3144.963     0.3922       3144.609     0.1072      1.278    
  14       3144.926     0.3823       3144.632     0.1033      1.229    
  15       3145.060     0.3821       3144.661     0.9968E-01  1.225    
  16       3145.348     0.3833       3144.705     0.9647E-01  1.344    
  17       3145.133     0.3906       3144.729     0.9366E-01  1.331    
  18       3144.622     0.3818       3144.723     0.9096E-01  1.257    
  19       3143.637     0.3844       3144.666     0.8852E-01  1.607    
  20       3144.818     0.3811       3144.673     0.8622E-01  1.531    
   
   
 Integral Regular:   3144.6734162739058      +-   8.6220510461359923E-002
 with chisq    =   1.5306490467619323     
  
  
  
    xq         Integral Regular                 error
  13000      0.314467341627391E+04      0.862205104613599E-01
Thanks for using LHAPDF 6.5.4. Please make sure to cite the paper:
  Eur.Phys.J. C75 (2015) 3, 132  (http://arxiv.org/abs/1412.7420)
  
 Writing data in the file  ../summary/run_final_00/PK_Regular1.dat                                                             
  
LHAPDF 6.5.4 loading /home/niraj/1TB-Disc/Workspace-IITG/Packages/Install/LHAPDF-6.5.4/install/share/LHAPDF/NNPDF30_nlo_as_0118/NNPDF30_nlo_as_0118_0000.dat
NNPDF30_nlo_as_0118 PDF set, member #0, version 2; LHAPDF ID = 260000
 #####################################################################
 #        ___                                          version 2.1.3 #
 #       /   \ ___  ____  _  _  |     __   __  ___   __    ___       #
 #       |   | |__| |__   |\ |  |    /  \ /  \ |__| /__    __/       #
 #       \___/ |    |___  | \|  |___ \__/ \__/ |    __/   /__        #
 #                                                                   #
 #####################################################################
 #       You are using OpenLoops 2 to evaluate loop amplitudes       #
 #                             Authors:                              #
 #       F. Buccioni, J.-N. Lang, J. Lindert, P. Maierhoefer,        #
 #                S. Pozzorini, M. Zoller, H. Zhang                  #
 #                                                                   #
 #         Please cite Eur.Phys.J. C79 (2019) no.10, 866             #
 #                     Phys. Rev. Lett. 108 (2012) 111601            #
 #                     Eur.Phys.J. C78 (2018) no.1, 70               #
 #                                                                   #
 #####################################################################

                                                            
         *******************************************        
         *              C O L L I E R              *        
         *                                         *        
         *        Complex One-Loop Library         *        
         *      In Extended Regularizations        *        
         *                                         *        
         *    by A.Denner, S.Dittmaier, L.Hofer    *        
         *                                         *        
         *              version 1.2.4              *        
         *                                         *        
         *******************************************        
                                                            
   
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     Calculating Regular Terms
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
using vegas points:                   5.E+03
         iteration:                   10
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  
 For xq =        12000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=       5000.
                              IT=    0  ITMX=   10
                              MDS= -1   ND=  25
   1       2579.443      180.4       2579.443      180.4      0.000    
   2       2761.100      20.67       2759.043      19.89     0.9343    
   3       2763.355      6.741       2762.936      6.265     0.4773    
   4       2754.534      3.585       2756.548      3.082     0.7666    
   5       2752.383      3.271       2754.561      2.235     0.7885    
   6       2749.112      3.069       2752.649      1.804      1.045    
   7       2752.005      3.088       2752.483      1.556     0.8737    
   8       2751.134      2.979       2752.191      1.378     0.7707    
   9       2752.031      3.076       2752.164      1.257     0.6737    
  10       2751.226      3.143       2752.033      1.167     0.6067    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=      48672.
                              IT=    0  ITMX=   20
                              MDS= -1   ND=  39
   1       2753.399     0.3301       2753.399     0.3301      0.000    
   2       2753.631     0.3462       2753.510     0.2389     0.2352    
   3       2752.702     0.3354       2753.238     0.1946      2.044    
   4       2753.443     0.3311       2753.290     0.1678      1.457    
   5       2752.860     0.3354       2753.204     0.1500      1.422    
   6       2753.311     0.3339       2753.222     0.1369      1.155    
   7       2753.030     0.3341       2753.195     0.1266      1.010    
   8       2752.571     0.3346       2753.117     0.1184      1.300    
   9       2752.952     0.3295       2753.098     0.1115      1.165    
  10       2753.267     0.3385       2753.114     0.1059      1.060    
  11       2752.406     0.3320       2753.049     0.1009      1.368    
  12       2753.365     0.3302       2753.076     0.9646E-01  1.320    
  13       2753.410     0.3395       2753.101     0.9279E-01  1.285    
  14       2753.373     0.3307       2753.121     0.8934E-01  1.234    
  15       2753.498     0.3307       2753.146     0.8625E-01  1.233    
  16       2753.744     0.3316       2753.184     0.8347E-01  1.353    
  17       2753.554     0.3378       2753.206     0.8103E-01  1.339    
  18       2753.116     0.3305       2753.201     0.7870E-01  1.265    
  19       2752.279     0.3327       2753.152     0.7659E-01  1.597    
  20       2753.273     0.3298       2753.158     0.7460E-01  1.520    
   
   
 Integral Regular:   2753.1579659771642      +-   7.4603266550865174E-002
 with chisq    =   1.5200050419153255     
  
  
  
    xq         Integral Regular                 error
  12000      0.275315796597716E+04      0.746032665508652E-01
Thanks for using LHAPDF 6.5.4. Please make sure to cite the paper:
  Eur.Phys.J. C75 (2015) 3, 132  (http://arxiv.org/abs/1412.7420)
  
 Writing data in the file  ../summary/run_final_00/PK_Regular2.dat                                                             
  
LHAPDF 6.5.4 loading /home/niraj/1TB-Disc/Workspace-IITG/Packages/Install/LHAPDF-6.5.4/install/share/LHAPDF/NNPDF30_nlo_as_0118/NNPDF30_nlo_as_0118_0000.dat
NNPDF30_nlo_as_0118 PDF set, member #0, version 2; LHAPDF ID = 260000
 #####################################################################
 #        ___                                          version 2.1.3 #
 #       /   \ ___  ____  _  _  |     __   __  ___   __    ___       #
 #       |   | |__| |__   |\ |  |    /  \ /  \ |__| /__    __/       #
 #       \___/ |    |___  | \|  |___ \__/ \__/ |    __/   /__        #
 #                                                                   #
 #####################################################################
 #       You are using OpenLoops 2 to evaluate loop amplitudes       #
 #                             Authors:                              #
 #       F. Buccioni, J.-N. Lang, J. Lindert, P. Maierhoefer,        #
 #                S. Pozzorini, M. Zoller, H. Zhang                  #
 #                                                                   #
 #         Please cite Eur.Phys.J. C79 (2019) no.10, 866             #
 #                     Phys. Rev. Lett. 108 (2012) 111601            #
 #                     Eur.Phys.J. C78 (2018) no.1, 70               #
 #                                                                   #
 #####################################################################

                                                            
         *******************************************        
         *              C O L L I E R              *        
         *                                         *        
         *        Complex One-Loop Library         *        
         *      In Extended Regularizations        *        
         *                                         *        
         *    by A.Denner, S.Dittmaier, L.Hofer    *        
         *                                         *        
         *              version 1.2.4              *        
         *                                         *        
         *******************************************        
                                                            
   
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     Calculating Regular Terms
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
using vegas points:                   5.E+03
         iteration:                   10
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  
 For xq =        11000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=       5000.
                              IT=    0  ITMX=   10
                              MDS= -1   ND=  25
   1       2248.795      146.3       2248.795      146.3      0.000    
   2       2386.165      16.44       2384.641      15.88     0.8203    
   3       2384.864      5.637       2384.840      5.230     0.4024    
   4       2378.039      3.019       2379.698      2.594     0.6889    
   5       2375.831      2.781       2377.878      1.891     0.7749    
   6       2372.879      2.594       2376.126      1.526      1.107    
   7       2375.819      2.623       2376.047      1.318     0.9222    
   8       2375.063      2.530       2375.835      1.168     0.8064    
   9       2375.937      2.615       2375.852      1.066     0.7048    
  10       2375.125      2.677       2375.752     0.9905     0.6331    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=      48672.
                              IT=    0  ITMX=   20
                              MDS= -1   ND=  39
   1       2376.916     0.2813       2376.916     0.2813      0.000    
   2       2377.136     0.2949       2377.021     0.2036     0.2903    
   3       2376.326     0.2857       2376.787     0.1658      2.106    
   4       2376.954     0.2821       2376.830     0.1429      1.490    
   5       2376.473     0.2859       2376.758     0.1278      1.429    
   6       2376.843     0.2842       2376.773     0.1166      1.158    
   7       2376.626     0.2845       2376.752     0.1079      1.003    
   8       2376.213     0.2848       2376.684     0.1009      1.307    
   9       2376.546     0.2809       2376.668     0.9495E-01  1.170    
  10       2376.806     0.2886       2376.682     0.9019E-01  1.063    
  11       2376.079     0.2827       2376.626     0.8592E-01  1.369    
  12       2376.899     0.2813       2376.649     0.8218E-01  1.323    
  13       2376.938     0.2893       2376.671     0.7905E-01  1.290    
  14       2376.902     0.2816       2376.688     0.7611E-01  1.238    
  15       2377.000     0.2818       2376.709     0.7347E-01  1.232    
  16       2377.240     0.2825       2376.743     0.7111E-01  1.370    
  17       2377.052     0.2876       2376.760     0.6903E-01  1.353    
  18       2376.688     0.2817       2376.756     0.6705E-01  1.277    
  19       2375.992     0.2837       2376.716     0.6525E-01  1.588    
  20       2376.813     0.2811       2376.721     0.6356E-01  1.510    
   
   
 Integral Regular:   2376.7209499030437      +-   6.3560189404949841E-002
 with chisq    =   1.5100991075762760     
  
  
  
    xq         Integral Regular                 error
  11000      0.237672094990304E+04      0.635601894049498E-01
Thanks for using LHAPDF 6.5.4. Please make sure to cite the paper:
  Eur.Phys.J. C75 (2015) 3, 132  (http://arxiv.org/abs/1412.7420)
  
 Writing data in the file  ../summary/run_final_00/PK_Regular3.dat                                                             
  
LHAPDF 6.5.4 loading /home/niraj/1TB-Disc/Workspace-IITG/Packages/Install/LHAPDF-6.5.4/install/share/LHAPDF/NNPDF30_nlo_as_0118/NNPDF30_nlo_as_0118_0000.dat
NNPDF30_nlo_as_0118 PDF set, member #0, version 2; LHAPDF ID = 260000
 #####################################################################
 #        ___                                          version 2.1.3 #
 #       /   \ ___  ____  _  _  |     __   __  ___   __    ___       #
 #       |   | |__| |__   |\ |  |    /  \ /  \ |__| /__    __/       #
 #       \___/ |    |___  | \|  |___ \__/ \__/ |    __/   /__        #
 #                                                                   #
 #####################################################################
 #       You are using OpenLoops 2 to evaluate loop amplitudes       #
 #                             Authors:                              #
 #       F. Buccioni, J.-N. Lang, J. Lindert, P. Maierhoefer,        #
 #                S. Pozzorini, M. Zoller, H. Zhang                  #
 #                                                                   #
 #         Please cite Eur.Phys.J. C79 (2019) no.10, 866             #
 #                     Phys. Rev. Lett. 108 (2012) 111601            #
 #                     Eur.Phys.J. C78 (2018) no.1, 70               #
 #                                                                   #
 #####################################################################

                                                            
         *******************************************        
         *              C O L L I E R              *        
         *                                         *        
         *        Complex One-Loop Library         *        
         *      In Extended Regularizations        *        
         *                                         *        
         *    by A.Denner, S.Dittmaier, L.Hofer    *        
         *                                         *        
         *              version 1.2.4              *        
         *                                         *        
         *******************************************        
                                                            
   
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     Calculating Regular Terms
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
using vegas points:                   5.E+03
         iteration:                   10
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  
 For xq =        10000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=       5000.
                              IT=    0  ITMX=   10
                              MDS= -1   ND=  25
   1       1925.571      113.8       1925.571      113.8      0.000    
   2       2026.018      12.60       2024.918      12.22     0.7310    
   3       2022.891      4.612       2023.134      4.261     0.3717    
   4       2017.796      2.501       2019.138      2.144     0.6352    
   5       2015.942      2.322       2017.654      1.572     0.7320    
   6       2013.982      2.166       2016.378      1.271     0.9632    
   7       2016.039      2.202       2016.292      1.100     0.8042    
   8       2015.547      2.115       2016.132     0.9754     0.7025    
   9       2016.404      2.192       2016.178     0.8909     0.6157    
  10       2015.488      2.240       2016.083     0.8277     0.5560    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=      48672.
                              IT=    0  ITMX=   20
                              MDS= -1   ND=  39
   1       2017.038     0.2358       2017.038     0.2358      0.000    
   2       2017.250     0.2475       2017.139     0.1707     0.3868    
   3       2016.550     0.2392       2016.940     0.1390      2.199    
   4       2017.077     0.2365       2016.975     0.1198      1.549    
   5       2016.684     0.2397       2016.917     0.1072      1.458    
   6       2016.979     0.2381       2016.927     0.9773E-01  1.178    
   7       2016.825     0.2385       2016.913     0.9044E-01  1.008    
   8       2016.449     0.2389       2016.855     0.8458E-01  1.335    
   9       2016.732     0.2356       2016.841     0.7960E-01  1.198    
  10       2016.956     0.2419       2016.852     0.7562E-01  1.088    
  11       2016.354     0.2368       2016.806     0.7203E-01  1.380    
  12       2017.040     0.2357       2016.826     0.6889E-01  1.337    
  13       2017.059     0.2425       2016.843     0.6627E-01  1.297    
  14       2017.046     0.2359       2016.858     0.6380E-01  1.249    
  15       2017.122     0.2362       2016.876     0.6159E-01  1.243    
  16       2017.320     0.2368       2016.904     0.5961E-01  1.380    
  17       2017.155     0.2411       2016.919     0.5786E-01  1.358    
  18       2016.865     0.2362       2016.916     0.5620E-01  1.281    
  19       2016.298     0.2378       2016.883     0.5470E-01  1.564    
  20       2016.957     0.2356       2016.887     0.5328E-01  1.487    
   
   
 Integral Regular:   2016.8867513251425      +-   5.3277885983649645E-002
 with chisq    =   1.4870179527255296     
  
  
  
    xq         Integral Regular                 error
  10000      0.201688675132514E+04      0.532778859836496E-01
Thanks for using LHAPDF 6.5.4. Please make sure to cite the paper:
  Eur.Phys.J. C75 (2015) 3, 132  (http://arxiv.org/abs/1412.7420)
  
 Writing data in the file  ../summary/run_final_00/PK_Regular4.dat                                                             
  
LHAPDF 6.5.4 loading /home/niraj/1TB-Disc/Workspace-IITG/Packages/Install/LHAPDF-6.5.4/install/share/LHAPDF/NNPDF30_nlo_as_0118/NNPDF30_nlo_as_0118_0000.dat
NNPDF30_nlo_as_0118 PDF set, member #0, version 2; LHAPDF ID = 260000
 #####################################################################
 #        ___                                          version 2.1.3 #
 #       /   \ ___  ____  _  _  |     __   __  ___   __    ___       #
 #       |   | |__| |__   |\ |  |    /  \ /  \ |__| /__    __/       #
 #       \___/ |    |___  | \|  |___ \__/ \__/ |    __/   /__        #
 #                                                                   #
 #####################################################################
 #       You are using OpenLoops 2 to evaluate loop amplitudes       #
 #                             Authors:                              #
 #       F. Buccioni, J.-N. Lang, J. Lindert, P. Maierhoefer,        #
 #                S. Pozzorini, M. Zoller, H. Zhang                  #
 #                                                                   #
 #         Please cite Eur.Phys.J. C79 (2019) no.10, 866             #
 #                     Phys. Rev. Lett. 108 (2012) 111601            #
 #                     Eur.Phys.J. C78 (2018) no.1, 70               #
 #                                                                   #
 #####################################################################

                                                            
         *******************************************        
         *              C O L L I E R              *        
         *                                         *        
         *        Complex One-Loop Library         *        
         *      In Extended Regularizations        *        
         *                                         *        
         *    by A.Denner, S.Dittmaier, L.Hofer    *        
         *                                         *        
         *              version 1.2.4              *        
         *                                         *        
         *******************************************        
                                                            
   
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     Calculating Regular Terms
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
using vegas points:                   5.E+03
         iteration:                   10
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  
 For xq =         9000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=       5000.
                              IT=    0  ITMX=   10
                              MDS= -1   ND=  25
   1       1611.611      83.75       1611.611      83.75      0.000    
   2       1683.302      9.138       1682.528      8.897     0.6933    
   3       1679.433      3.714       1679.877      3.394     0.3934    
   4       1675.872      2.046       1676.924      1.744     0.6014    
   5       1674.678      1.912       1675.897      1.286     0.6390    
   6       1673.463      1.792       1675.064      1.044     0.7550    
   7       1674.775      1.821       1674.992     0.9053     0.6315    
   8       1674.417      1.734       1674.868     0.8022     0.5531    
   9       1675.214      1.799       1674.926     0.7325     0.4874    
  10       1674.182      1.829       1674.823     0.6799     0.4489    



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=      48672.
                              IT=    0  ITMX=   20
                              MDS= -1   ND=  39
   1       1675.551     0.1932       1675.551     0.1932      0.000    
   2       1675.750     0.2032       1675.646     0.1400     0.5059    
   3       1675.162     0.1959       1675.482     0.1139      2.272    
   4       1675.596     0.1940       1675.511     0.9823E-01  1.601    
   5       1675.279     0.1967       1675.465     0.8788E-01  1.479    
   6       1675.506     0.1953       1675.472     0.8014E-01  1.191    
   7       1675.407     0.1956       1675.463     0.7416E-01  1.008    
   8       1675.072     0.1961       1675.414     0.6936E-01  1.361    
   9       1675.310     0.1934       1675.402     0.6529E-01  1.223    
  10       1675.501     0.1984       1675.412     0.6202E-01  1.113    
  11       1675.005     0.1940       1675.374     0.5907E-01  1.400    
  12       1675.570     0.1931       1675.391     0.5649E-01  1.358    
  13       1675.579     0.1989       1675.405     0.5434E-01  1.314    
  14       1675.576     0.1932       1675.417     0.5231E-01  1.269    
  15       1675.642     0.1936       1675.433     0.5050E-01  1.268    
  16       1675.789     0.1941       1675.455     0.4887E-01  1.395    
  17       1675.651     0.1977       1675.467     0.4744E-01  1.365    
  18       1675.434     0.1936       1675.465     0.4608E-01  1.287    
  19       1674.981     0.1951       1675.439     0.4485E-01  1.539    
  20       1675.490     0.1931       1675.442     0.4368E-01  1.461    
   
   
 Integral Regular:   1675.4417323325106      +-   4.3683813819759616E-002
 with chisq    =   1.4614923367845665     
  
  
  
    xq         Integral Regular                 error
   9000      0.167544173233251E+04      0.436838138197596E-01
Thanks for using LHAPDF 6.5.4. Please make sure to cite the paper:
  Eur.Phys.J. C75 (2015) 3, 132  (http://arxiv.org/abs/1412.7420)
  
 Writing data in the file  ../summary/run_final_00/PK_Regular5.dat                                                             
  
LHAPDF 6.5.4 loading /home/niraj/1TB-Disc/Workspace-IITG/Packages/Install/LHAPDF-6.5.4/install/share/LHAPDF/NNPDF30_nlo_as_0118/NNPDF30_nlo_as_0118_0000.dat
NNPDF30_nlo_as_0118 PDF set, member #0, version 2; LHAPDF ID = 260000
 #####################################################################
 #        ___                                          version 2.1.3 #
 #       /   \ ___  ____  _  _  |     __   __  ___   __    ___       #
 #       |   | |__| |__   |\ |  |    /  \ /  \ |__| /__    __/       #
 #       \___/ |    |___  | \|  |___ \__/ \__/ |    __/   /__        #
 #                                                                   #
 #####################################################################
 #       You are using OpenLoops 2 to evaluate loop amplitudes       #
 #                             Authors:                              #
 #       F. Buccioni, J.-N. Lang, J. Lindert, P. Maierhoefer,        #
 #                S. Pozzorini, M. Zoller, H. Zhang                  #
 #                                                                   #
 #         Please cite Eur.Phys.J. C79 (2019) no.10, 866             #
 #                     Phys. Rev. Lett. 108 (2012) 111601            #
 #                     Eur.Phys.J. C78 (2018) no.1, 70               #
 #                                                                   #
 #####################################################################

                                                            
         *******************************************        
         *              C O L L I E R              *        
         *                                         *        
         *        Complex One-Loop Library         *        
         *      In Extended Regularizations        *        
         *                                         *        
         *    by A.Denner, S.Dittmaier, L.Hofer    *        
         *                                         *        
         *              version 1.2.4              *        
         *                                         *        
         *******************************************        
                                                            
   
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     Calculating Regular Terms
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
using vegas points:                   5.E+03
         iteration:                   10
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
  
 For xq =         8000 
  
 RM48 INITIALIZED:        40           0         0



 INPUT PARAMETERS FOR VEGAS:  NDIM=  2  NCALL=       5000.
                              IT=    0  ITMX=   10
                              MDS= -1   ND=  25
   1       1310.884      56.77       1310.884      56.77      0.000    
   2       1360.009      6.313       1359.451      6.164     0.7130    
   3       1357.266      2.873       1357.646      2.584     0.4040    
   4       1354.493      1.639       1355.386      1.379     0.6223    
